Timestamp,Temperature (C),Pressure (kPa)
4:21,136.1,230
4:51,136.3,233
5:21,136.4,233
5:51,136.2,230
6:21,136.1,231
6:51,136.2,231
7:21,136.2,232
7:51,136.3,233
7:51,136.3,233
