Timestamp,Temperature (C),Pressure (kPa)
4:30,136.5,223
5:00,136.4,220
5:30,136.1,222
6:00,136.2,222
6:30,136.3,223
7:00,136.0,222
7:30,136.4,222
8:00,136.4,223
8:00,136.4,223
