Timestamp,Temperature (C),Pressure (kPa)
3:51,136.0,220
4:21,136.4,222
4:51,136.2,223
5:21,136.0,221
5:51,136.4,224
6:21,136.4,225
6:51,136.4,223
7:21,136.2,221
7:21,136.2,221
