Timestamp,Temperature (C),Pressure (kPa)
3:50,136.0,226
4:20,136.3,230
4:50,136.2,232
5:20,136.4,233
5:50,136.4,233
6:20,136.4,233
6:50,136.2,232
7:20,136.1,231
7:20,136.1,231
