Timestamp,Temperature (C),Pressure (kPa)
4:24,136.5,233
4:54,136.2,232
5:24,136.2,232
5:54,136.1,232
6:24,136.4,233
6:54,136.4,233
7:24,136.3,232
7:54,136.2,231
7:54,136.2,231
