Timestamp,Temperature (C),Pressure (kPa)
3:47,136.0,228
4:17,136.2,231
4:47,136.4,233
5:17,136.2,231
5:47,136.4,233
6:17,136.1,231
6:47,136.4,233
7:17,136.4,233
7:17,136.4,233
