Timestamp,Temperature (C),Pressure (kPa)
3:48,136.0,220
4:19,136.1,223
4:49,136.3,224
5:19,136.4,225
5:49,136.4,221
6:19,135.9,221
6:49,136.3,224
7:19,136.2,219
7:19,136.2,219
