Timestamp,Temperature (C),Pressure (kPa)
4:30,136.0,227
5:00,136.3,231
5:30,136.4,233
6:00,136.4,232
6:30,136.2,231
7:00,136.2,232
7:30,136.1,230
8:00,136.4,233
8:00,136.4,233
